area_type,location,area,bathrooms,balcony,price,bedrooms,price_per_sqft,total_rooms,is_luxury
Super built-up  Area,Electronic City Phase II,1069.0,2.0,2.0,45.0,2.0,0.042095416276894296,4.0,0
Super built-up  Area,Hebbal,1349.0,2.0,1.0,98.2,2.0,0.07279466271312084,4.0,1
Super built-up  Area,9th Phase JP Nagar,1005.0,2.0,1.0,50.0,2.0,0.04975124378109453,4.0,0
Super built-up  Area,Jakkur,1417.0,2.0,3.0,75.0,2.0,0.0529287226534933,4.0,1
Plot  Area,TC Palaya,1475.0,3.0,1.0,98.0,3.0,0.06644067796610169,6.0,1
Carpet  Area,Maruthi Sevanagar,950.0,2.0,2.0,47.0,2.0,0.049473684210526316,4.0,0
Super built-up  Area,RMV 2nd Stage,2000.0,4.0,0.0,120.0,4.0,0.06,8.0,1
Plot  Area,Giri Nagar,880.0,3.0,1.0,140.0,3.0,0.1590909090909091,6.0,1
Super built-up  Area,Sarjapur  Road,1863.0,3.0,2.0,104.0,4.0,0.055823939881910895,7.0,1
Super built-up  Area,Singasandra,1010.0,2.0,1.0,29.5,2.0,0.02920792079207921,4.0,0
Super built-up  Area,Kalena Agrahara,1425.0,2.0,1.0,70.0,3.0,0.04912280701754386,5.0,1
Super built-up  Area,Vijayanagar,1450.0,3.0,0.0,100.0,3.0,0.06896551724137931,6.0,1
Super built-up  Area,Kothanur,1847.0,3.0,2.0,105.0,3.0,0.0568489442338928,6.0,1
Super built-up  Area,AECS Layout,1100.0,2.0,3.0,45.0,2.0,0.04090909090909091,4.0,0
Super built-up  Area,Kanakpura Road,525.0,1.0,1.0,26.0,1.0,0.049523809523809526,2.0,0
Super built-up  Area,Mallasandra,1665.0,3.0,2.0,95.0,3.0,0.057057057057057055,6.0,1
Super built-up  Area,Begur,1664.0,4.0,3.0,65.0,4.0,0.0390625,8.0,0
Super built-up  Area,JP Nagar,1850.0,3.0,3.0,150.0,3.0,0.08108108108108109,6.0,1
Super built-up  Area,Panathur,1438.0,2.0,3.0,100.0,2.0,0.06954102920723226,4.0,1
Super built-up  Area,Sunder Ram Shetty Nagar,1560.0,3.0,3.0,115.0,3.0,0.07371794871794872,6.0,1
Super built-up  Area,Yelahanka,1350.0,2.0,1.0,55.55,2.0,0.04114814814814815,4.0,0
Super built-up  Area,Kanakpura Road,1550.0,3.0,3.0,67.0,3.0,0.043225806451612905,6.0,1
Super built-up  Area,Malleshpalya,1140.0,2.0,2.0,46.5,2.0,0.04078947368421053,4.0,0
Plot  Area,Srirampura,1200.0,5.0,2.0,180.0,5.0,0.15,10.0,1
Super built-up  Area,Kodathi,850.0,2.0,2.0,27.0,2.0,0.03176470588235294,4.0,0
Super built-up  Area,Whitefield,1280.0,2.0,2.0,75.0,2.0,0.05859375,4.0,1
Built-up  Area,Munnekollal,1170.0,2.0,2.0,52.0,2.0,0.044444444444444446,4.0,0
Super built-up  Area,Motappa Layout,1113.0,2.0,1.0,51.0,2.0,0.04582210242587601,4.0,0
Super built-up  Area,Hennur Road,1385.0,2.0,1.0,83.09,2.0,0.059992779783393506,4.0,1
Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.0,2.0,0.057624113475177305,4.0,0
Plot  Area,Marathahalli,1200.0,2.0,2.0,128.0,2.0,0.10666666666666667,4.0,1
Plot  Area,Akshaya Vana,1200.0,4.0,3.0,165.0,4.0,0.1375,8.0,1
Super built-up  Area,Haralur Road,1464.0,3.0,2.0,56.0,3.0,0.03825136612021858,6.0,0
Super built-up  Area,Manayata Tech Park,1200.0,2.0,2.0,55.0,2.0,0.04583333333333333,4.0,0
Super built-up  Area,Kaval Byrasandra,1200.0,2.0,2.0,52.0,2.0,0.043333333333333335,4.0,0
Super built-up  Area,Kaggalipura,1150.0,2.0,1.0,55.0,3.0,0.04782608695652174,5.0,0
Built-up  Area,Basavanna Nagar,1645.0,3.0,2.0,95.0,3.0,0.057750759878419454,6.0,1
Super built-up  Area,Sarjapur  Road,1000.0,2.0,1.0,67.0,2.0,0.067,4.0,1
Plot  Area,Haralur Road,2650.0,4.0,2.0,198.0,4.0,0.07471698113207548,8.0,1
Super built-up  Area,6th Phase JP Nagar,1192.0,2.0,2.0,74.0,2.0,0.06208053691275168,4.0,1
Super built-up  Area,Ulsoor,2135.0,3.0,2.0,215.0,3.0,0.10070257611241218,6.0,1
Super built-up  Area,Whitefield,1173.0,2.0,1.0,58.0,2.0,0.0494458653026428,4.0,0
Built-up  Area,Uttarahalli,1020.0,2.0,2.0,45.0,2.0,0.04411764705882353,4.0,0
Super built-up  Area,Somasundara Palya,1600.0,3.0,3.0,64.0,3.0,0.04,6.0,0
Plot  Area,T.C PALYA,1200.0,2.0,0.0,79.0,2.0,0.06583333333333333,4.0,1
Carpet  Area,Muneshwara Nagar,1230.0,2.0,3.0,48.0,2.0,0.03902439024390244,4.0,0
Super built-up  Area, Devarachikkanahalli,1250.0,2.0,2.0,40.0,2.0,0.032,4.0,0
Super built-up  Area,Kalena Agrahara,1325.0,2.0,2.0,76.0,2.0,0.057358490566037736,4.0,1
Built-up  Area,7th Phase JP Nagar,1850.0,3.0,1.0,150.0,3.0,0.08108108108108109,6.0,1
Super built-up  Area,Kanakpura Road,525.0,3.0,1.0,21.53,1.0,0.041009523809523815,4.0,0
Super built-up  Area,Basaveshwara Nagar,1200.0,2.0,2.0,65.0,2.0,0.05416666666666667,4.0,0
Plot  Area,Bull Temple Road,1350.0,2.0,0.0,140.0,3.0,0.1037037037037037,5.0,1
Super built-up  Area,Bommasandra,1260.0,3.0,1.0,49.36,3.0,0.039174603174603174,6.0,0
Super built-up  Area,Prashanth Nagar,1800.0,3.0,0.0,150.0,3.0,0.08333333333333333,6.0,1
Plot  Area,Suragajakkanahalli,11.0,3.0,2.0,74.0,3.0,6.7272727272727275,6.0,1
Built-up  Area,Ardendale,1100.0,2.0,1.0,43.25,2.0,0.03931818181818182,4.0,0
Super built-up  Area,Harlur,1508.0,2.0,1.0,77.0,2.0,0.05106100795755968,4.0,1
Carpet  Area,Sampigehalli,1592.0,3.0,2.0,75.0,3.0,0.0471105527638191,6.0,1
Super built-up  Area,Akshaya Nagar,1388.0,2.0,3.0,57.0,2.0,0.04106628242074928,4.0,0
Super built-up  Area,Electronic City Phase II,630.0,1.0,1.0,28.35,1.0,0.045000000000000005,2.0,0
Super built-up  Area,Banashankari3rd stage bigbazar,1762.0,3.0,1.0,125.0,3.0,0.07094211123723042,6.0,1
Super built-up  Area,Bagalur Main Road,950.0,2.0,2.0,50.0,2.0,0.05263157894736842,4.0,0
Super built-up  Area,Magadi Road,1116.0,2.0,1.0,50.0,2.0,0.044802867383512544,4.0,0
Super built-up  Area,Narayanapura,1308.0,2.0,2.0,89.04,2.0,0.06807339449541285,4.0,1
Super built-up  Area,MS Pallya,1200.0,3.0,0.0,90.0,3.0,0.075,6.0,1
Built-up  Area,Bannerghatta Road,500.0,1.0,1.0,18.5,1.0,0.037,2.0,0
Super built-up  Area,Hennur,1075.0,2.0,1.0,52.0,2.0,0.04837209302325581,4.0,0
Super built-up  Area,Chandapura,530.0,1.0,0.0,11.66,1.0,0.022,2.0,0
Built-up  Area,Bellandur,1205.0,2.0,3.0,66.0,2.0,0.054771784232365145,4.0,0
Super built-up  Area,5th Phase JP Nagar,1075.0,2.0,2.0,60.0,2.0,0.05581395348837209,4.0,0
Built-up  Area,KR Puram,930.0,2.0,2.0,39.0,2.0,0.041935483870967745,4.0,0
Super built-up  Area,Balagere,1380.0,2.0,1.0,60.0,2.0,0.043478260869565216,4.0,0
Super built-up  Area,Hebbal,2483.0,5.0,2.0,212.0,4.0,0.08538058799838905,9.0,1
Built-up  Area,Kodigehaali,1166.0,2.0,2.0,55.0,2.0,0.04716981132075472,4.0,0
Super built-up  Area,Bannerghatta Road,1050.0,2.0,1.0,65.0,2.0,0.06190476190476191,4.0,0
Super built-up  Area,Begur Road,1200.0,2.0,2.0,46.8,2.0,0.039,4.0,0
Super built-up  Area,Lakshminarayana Pura,1600.0,2.0,1.0,108.0,3.0,0.0675,5.0,1
Super built-up  Area,Billekahalli,1935.0,3.0,2.0,110.0,3.0,0.056847545219638244,6.0,1
Super built-up  Area,8th Phase JP Nagar,451.0,1.0,0.0,29.9,1.0,0.06629711751662971,2.0,0
Super built-up  Area,Electronic City,1800.0,3.0,2.0,95.0,3.0,0.05277777777777778,6.0,1
Super built-up  Area,Jalahalli,1400.0,3.0,0.0,77.0,3.0,0.055,6.0,1
Super built-up  Area,Hegde Nagar,1801.0,3.0,2.0,115.0,3.0,0.06385341476957246,6.0,1
Built-up  Area,Mahadevpura,1451.0,2.0,2.0,90.0,2.0,0.06202618883528601,4.0,1
Plot  Area,Anekal,1200.0,1.0,1.0,36.0,2.0,0.03,3.0,0
Super built-up  Area,Begur Road,1160.0,2.0,2.0,44.0,2.0,0.03793103448275862,4.0,0
Built-up  Area,Kengeri,1000.0,2.0,1.0,25.0,2.0,0.025,4.0,0
Super built-up  Area,Kanakpura Road,950.0,2.0,1.0,40.0,2.0,0.042105263157894736,4.0,0
Built-up  Area,"Hoodi Circle, ",1629.0,3.0,2.0,79.0,3.0,0.048496009821976674,6.0,1
Built-up  Area,Vijayanagar,1580.0,2.0,0.0,134.0,3.0,0.08481012658227848,5.0,1
Super built-up  Area,Vijayanagar,1826.0,3.0,2.0,121.0,3.0,0.06626506024096386,6.0,1
Built-up  Area,7th Phase JP Nagar,1245.0,2.0,1.0,94.0,2.0,0.07550200803212852,4.0,1
Super built-up  Area,Raja Rajeshwari Nagar,1145.0,2.0,2.0,45.79,2.0,0.03999126637554585,4.0,0
Super built-up  Area,Sompura,825.0,2.0,1.0,33.0,2.0,0.04,4.0,0
Super built-up  Area,Yeshwanthpur,1693.0,3.0,3.0,108.0,3.0,0.0637920850561134,6.0,1
Super built-up  Area,Electronics City Phase 1,1113.27,2.0,2.0,53.0,2.0,0.047607498630161595,4.0,0
Built-up  Area,Ashirvad Colony,1460.0,2.0,1.0,58.0,2.0,0.03972602739726028,4.0,0
Built-up  Area,Doddathoguru,1050.0,2.0,1.0,32.0,2.0,0.030476190476190476,4.0,0
Built-up  Area,Dodda Nekkundi,1260.0,2.0,2.0,55.0,2.0,0.04365079365079365,4.0,0
Super built-up  Area,K N Extension,700.0,3.0,2.0,120.0,6.0,0.17142857142857143,9.0,1
Built-up  Area,Hosur Road,1656.0,2.0,1.0,120.0,2.0,0.07246376811594203,4.0,1
Super built-up  Area,Chandapura,1208.0,3.0,1.0,45.0,3.0,0.037251655629139076,6.0,0
Super built-up  Area,Whitefield,1910.0,3.0,2.0,161.0,3.0,0.08429319371727749,6.0,1
Plot  Area,Battarahalli,1200.0,2.0,1.0,65.0,2.0,0.05416666666666667,4.0,0
Super built-up  Area,Gokula Extension,1200.0,4.0,1.0,175.0,4.0,0.14583333333333334,8.0,1
Super built-up  Area,7th Phase JP Nagar,1175.0,2.0,1.0,82.0,2.0,0.06978723404255319,4.0,1
Plot  Area,Kamakshipalya,1000.0,2.0,0.0,165.0,2.0,0.165,4.0,1
Plot  Area,Bannerghatta Road,1200.0,2.0,0.0,125.0,4.0,0.10416666666666667,6.0,1
Plot  Area,Sultan Palaya,550.0,1.0,1.0,62.0,2.0,0.11272727272727273,3.0,0
Super built-up  Area,Kengeri,550.0,1.0,0.0,18.5,1.0,0.03363636363636364,2.0,0
Super built-up  Area,Sanne Amanikere,1185.0,2.0,0.0,38.0,2.0,0.032067510548523206,4.0,0
Super built-up  Area,Kengeri,750.0,2.0,1.0,38.0,2.0,0.050666666666666665,4.0,0
Super built-up  Area,Kanakpura Road,1550.0,3.0,3.0,64.5,3.0,0.04161290322580645,6.0,0
Built-up  Area,Amco Colony,1760.0,3.0,2.0,88.0,3.0,0.05,6.0,1
Super built-up  Area,Billekahalli,1125.0,2.0,2.0,62.0,2.0,0.05511111111111111,4.0,0
Plot  Area,Nagarbhavi,1350.0,3.0,2.0,150.0,3.0,0.1111111111111111,6.0,1
Plot  Area,Anandapura,1000.0,2.0,1.0,55.0,2.0,0.055,4.0,0
Built-up  Area,Bommasandra Industrial Area,1090.0,2.0,2.0,31.48,2.0,0.028880733944954128,4.0,0
Plot  Area,TC Palaya,1200.0,2.0,0.0,60.0,2.0,0.05,4.0,0
Super built-up  Area,Budigere,1991.0,4.0,2.0,103.0,3.0,0.05173279758915118,7.0,1
Super built-up  Area,Bommasandra,1060.0,2.0,1.0,26.5,2.0,0.025,4.0,0
Super built-up  Area,Ambalipura,1105.0,2.0,1.0,75.0,2.0,0.06787330316742081,4.0,1
Built-up  Area,Hoodi,985.0,2.0,2.0,67.0,2.0,0.06802030456852792,4.0,1
Plot  Area,Chandapura,1533.0,5.0,3.0,85.0,6.0,0.055446836268754074,11.0,1
Super built-up  Area,Balagere,1590.0,3.0,2.0,79.0,3.0,0.04968553459119497,6.0,1
Super built-up  Area,CV Raman Nagar,1120.0,2.0,2.0,55.0,2.0,0.049107142857142856,4.0,0
Super built-up  Area,Samethanahalli,1069.0,2.0,1.0,55.0,2.0,0.05144995322731525,4.0,0
Super built-up  Area,Marathahalli,1933.0,3.0,2.0,140.0,3.0,0.07242628039317124,6.0,1
Built-up  Area,Hosur Road,1194.0,2.0,0.0,69.0,2.0,0.05778894472361809,4.0,1
Super built-up  Area,Brookefield,1150.0,2.0,3.0,69.0,2.0,0.06,4.0,1
Super built-up  Area,Yelenahalli,1240.0,2.0,2.0,47.12,2.0,0.038,4.0,0
Super built-up  Area,Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.1,2.0,0.03389711064129669,4.0,0
Super built-up  Area,Suddaguntepalya,1450.0,3.0,2.0,55.0,3.0,0.03793103448275862,6.0,0
Super built-up  Area,Udayapur Village,1630.0,3.0,2.0,68.29,3.0,0.0418957055214724,6.0,1
Super built-up  Area,Dasanapura,708.0,1.0,1.0,40.0,2.0,0.05649717514124294,3.0,0
Plot  Area,Kasavanhalli,1000.0,4.0,3.0,110.0,3.0,0.11,7.0,1
Super built-up  Area,Bellandur,1250.0,2.0,1.0,76.0,2.0,0.0608,4.0,1
Super built-up  Area,7th Phase JP Nagar,1400.0,2.0,1.0,95.0,3.0,0.06785714285714285,5.0,1
Super built-up  Area,Sarjapur  Road,1670.0,2.0,3.0,57.0,3.0,0.03413173652694611,5.0,0
Super built-up  Area,Ardendale,1750.0,3.0,2.0,100.0,3.0,0.05714285714285714,6.0,1
Super built-up  Area,Vittasandra,1404.0,2.0,1.0,71.0,2.0,0.05056980056980057,4.0,1
Super built-up  Area,Hoodi,1715.0,2.0,2.0,95.0,3.0,0.05539358600583091,5.0,1
Built-up  Area,Electronic City,630.0,1.0,1.0,34.65,1.0,0.055,2.0,0
Super built-up  Area,Harlur,1752.12,3.0,2.0,135.0,3.0,0.07704951715635916,6.0,1
Super built-up  Area,Hulimavu,1650.0,3.0,2.0,78.0,3.0,0.04727272727272727,6.0,1
Super built-up  Area,Raja Rajeshwari Nagar,1295.0,2.0,1.0,55.47,2.0,0.042833976833976835,4.0,0
Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,74.03,2.0,0.055,4.0,1
Plot  Area,Thippasandra,1200.0,4.0,2.0,200.0,4.0,0.16666666666666666,8.0,1
Super built-up  Area,Hormavu,1150.0,2.0,2.0,55.0,2.0,0.04782608695652174,4.0,0
Super built-up  Area,Chandapura,1190.0,2.0,2.0,30.35,3.0,0.02550420168067227,5.0,0
Super built-up  Area,AECS Layout,1620.0,3.0,2.0,98.0,3.0,0.06049382716049383,6.0,1
Super built-up  Area,Marathahalli,950.0,2.0,1.0,46.96,2.0,0.049431578947368424,4.0,0
Super built-up  Area,Harlur,2450.0,3.0,0.0,120.0,3.0,0.04897959183673469,6.0,1
Super built-up  Area,Electronic City Phase II,1220.0,2.0,1.0,35.23,3.0,0.028877049180327866,5.0,0
Super built-up  Area,Hoysalanagar,850.0,2.0,1.0,30.0,2.0,0.03529411764705882,4.0,0
Built-up  Area,Padmanabhanagar,1020.0,2.0,2.0,63.0,2.0,0.061764705882352944,4.0,0
Built-up  Area,Chikkalasandra,1100.0,2.0,2.0,50.0,2.0,0.045454545454545456,4.0,0
Super built-up  Area,Defence Colony,1150.0,2.0,2.0,126.0,2.0,0.10956521739130434,4.0,1
Super built-up  Area,Hebbal,1760.0,2.0,2.0,130.0,3.0,0.07386363636363637,5.0,1
Super built-up  Area,Ambalipura,1800.0,3.0,3.0,110.0,3.0,0.06111111111111111,6.0,1
Super built-up  Area,Akshaya Nagar,1070.0,2.0,1.0,54.0,2.0,0.05046728971962617,4.0,0
Plot  Area,2nd Stage Nagarbhavi,1500.0,4.0,2.0,220.0,4.0,0.14666666666666667,8.0,1
Plot  Area,Vidyaranyapura,1440.0,2.0,0.0,95.0,2.0,0.06597222222222222,4.0,1
Super built-up  Area,Amruthahalli,900.0,2.0,1.0,40.0,2.0,0.044444444444444446,4.0,0
Super built-up  Area,Whitefield,1130.0,2.0,1.0,42.16,2.0,0.03730973451327433,4.0,0
Super built-up  Area,Koramangala,1320.0,2.0,1.0,165.0,2.0,0.125,4.0,1
Super built-up  Area,Kodigehalli,1270.0,2.0,1.0,98.0,2.0,0.07716535433070866,4.0,1
Built-up  Area,Patelappa Layout,1200.0,2.0,1.0,62.0,2.0,0.051666666666666666,4.0,0
Super built-up  Area,NS Palya,1200.0,2.0,1.0,74.0,2.0,0.06166666666666667,4.0,1
Super built-up  Area,Subramanyapura,929.0,2.0,0.0,50.17,2.0,0.05400430570505921,4.0,0
Plot  Area,Basavangudi,1125.0,4.0,3.0,180.0,4.0,0.16,8.0,1
Plot  Area,Kenchenahalli,500.0,3.0,2.0,65.0,5.0,0.13,8.0,0
Plot  Area,3rd Block Hrbr Layout,1200.0,5.0,2.0,190.0,5.0,0.15833333333333333,10.0,1
Super built-up  Area,KUDLU MAIN ROAD,1464.0,3.0,2.0,56.0,3.0,0.03825136612021858,6.0,0
Plot  Area,Bank Avenue,2000.0,4.0,2.0,99.0,4.0,0.0495,8.0,1
Super built-up  Area,Chikkalasandra,1208.0,2.0,1.0,49.0,2.0,0.04056291390728477,4.0,0
Super built-up  Area,Hebbal Kempapura,1130.0,2.0,2.0,60.0,2.0,0.05309734513274336,4.0,0
Super built-up  Area,Surabhi Layout,1753.0,3.0,2.0,120.0,3.0,0.06845407872219053,6.0,1
Plot  Area,Banjara Layout,600.0,3.0,2.0,58.0,3.0,0.09666666666666666,6.0,0
Super built-up  Area,Hoodi,1196.0,2.0,2.0,94.42,2.0,0.07894648829431439,4.0,1
Built-up  Area,5th Phase JP Nagar,1150.0,3.0,3.0,52.5,2.0,0.04565217391304348,5.0,0
Super built-up  Area,Electronic City,1128.0,2.0,1.0,63.0,2.0,0.05585106382978723,4.0,0
Super built-up  Area,Omkar Nagar,1000.0,2.0,1.0,53.0,2.0,0.053,4.0,0
Super built-up  Area,Yelahanka,1035.0,2.0,1.0,45.0,2.0,0.043478260869565216,4.0,0
Built-up  Area,Kereguddadahalli,950.0,2.0,1.0,32.0,2.0,0.03368421052631579,4.0,0
Super built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,36.0,3.0,0.03348837209302326,5.0,0
Super built-up  Area,Whitefield,1040.0,2.0,1.0,48.5,2.0,0.046634615384615385,4.0,0
Plot  Area,Maragondanahalli,720.0,2.0,1.0,45.0,2.0,0.0625,4.0,0
Super built-up  Area,Lingadheeranahalli,1511.0,3.0,1.0,95.0,3.0,0.0628722700198544,6.0,1
Built-up  Area,Silk Board,1300.0,3.0,1.0,58.0,3.0,0.04461538461538461,6.0,0
Super built-up  Area,Hoodi,1545.0,3.0,1.0,68.75,3.0,0.04449838187702265,6.0,1
Built-up  Area,Shampura,375.0,2.0,0.0,26.0,1.0,0.06933333333333333,3.0,0
Super built-up  Area,Vidyaranyapura,1062.0,2.0,3.0,38.0,2.0,0.035781544256120526,4.0,0
Super built-up  Area,Kada Agrahara,1115.0,2.0,1.0,40.0,2.0,0.03587443946188341,4.0,0
Super built-up  Area,JP Nagar,1000.0,2.0,1.0,35.0,2.0,0.035,4.0,0
Super built-up  Area,Kambipura,883.0,2.0,1.0,45.0,2.0,0.05096262740656852,4.0,0
Super built-up  Area,Sarjapur  Road,1195.0,2.0,1.0,70.0,2.0,0.058577405857740586,4.0,1
Plot  Area,BHEL Layout,1200.0,3.0,1.0,165.0,4.0,0.1375,7.0,1
Built-up  Area,Medahalli,700.0,1.0,0.0,41.0,1.0,0.05857142857142857,2.0,0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.0,2.0,0.05377207062600321,4.0,1
Plot  Area,8th Phase JP Nagar,660.0,4.0,2.0,90.0,4.0,0.13636363636363635,8.0,1
Plot  Area,Banashankari Stage III,8500.0,4.0,2.0,145.0,4.0,0.017058823529411765,8.0,1
Super built-up  Area,Kashi Nagar,1600.0,4.0,1.0,80.0,4.0,0.05,8.0,1
Super built-up  Area,Haralur Road,2805.0,5.0,3.0,154.0,4.0,0.054901960784313725,9.0,1
Super built-up  Area,Begur Road,1584.0,3.0,3.0,65.0,3.0,0.041035353535353536,6.0,0
Built-up  Area,Hosur Road,1175.0,2.0,2.0,48.0,3.0,0.04085106382978723,5.0,0
Built-up  Area,"Yemlur, Old Airport Road, ",1595.0,3.0,2.0,115.0,3.0,0.07210031347962383,6.0,1
Super built-up  Area,VHBCS Layout,1353.0,2.0,2.0,110.0,2.0,0.08130081300813008,4.0,1
Super built-up  Area,Electronic City,1599.0,3.0,2.0,125.0,3.0,0.07817385866166354,6.0,1
Super built-up  Area,Whitefield,1150.0,2.0,1.0,70.0,2.0,0.06086956521739131,4.0,1
Super built-up  Area,KR Puram,1155.0,2.0,2.0,42.74,2.0,0.037004329004329005,4.0,0
Built-up  Area,Ittamadu,1200.0,2.0,0.0,85.0,1.0,0.07083333333333333,3.0,1
Super built-up  Area,Electronic City Phase II,1000.0,2.0,1.0,25.0,2.0,0.025,4.0,0
Super built-up  Area,Thanisandra,3000.0,4.0,1.0,120.0,4.0,0.04,8.0,1
Built-up  Area,Rajiv Nagar,1867.0,3.0,1.0,160.0,3.0,0.0856989823245849,6.0,1
Super built-up  Area,Ramagondanahalli,1251.0,2.0,1.0,47.0,2.0,0.037569944044764186,4.0,0
Super built-up  Area,Gattahalli,1028.0,2.0,1.0,45.5,2.0,0.04426070038910506,4.0,0
Super built-up  Area,Arekere,1222.0,2.0,2.0,45.0,2.0,0.036824877250409165,4.0,0
Super built-up  Area,Bannerghatta Road,1170.0,2.0,1.0,66.0,3.0,0.05641025641025641,5.0,0
Super built-up  Area,Ramanjaneyanagar,1385.0,2.0,2.0,48.48,3.0,0.035003610108303246,5.0,0
Super built-up  Area,HSR Layout,1372.0,2.0,1.0,68.0,2.0,0.04956268221574344,4.0,1
Super built-up  Area,Magadi Road,1282.0,2.0,2.0,49.0,3.0,0.038221528861154444,5.0,0
Super built-up  Area,Mico Layout,5000.0,9.0,3.0,210.0,9.0,0.042,18.0,1
Super built-up  Area,Kanakpura Road,1135.0,2.0,1.0,39.73,2.0,0.03500440528634361,4.0,0
Built-up  Area,Whitefield,1768.0,3.0,2.0,101.0,3.0,0.057126696832579184,6.0,1
Built-up  Area,Byatarayanapura,1325.0,2.0,1.0,90.0,3.0,0.06792452830188679,5.0,1
Super built-up  Area,Electronic City,1599.0,3.0,2.0,99.0,3.0,0.06191369606003752,6.0,1
Plot  Area,Whitefield,1500.0,3.0,1.0,61.95,3.0,0.0413,6.0,0
Super built-up  Area,Uttarahalli,1286.0,2.0,2.0,63.0,2.0,0.048989113530326596,4.0,0
Built-up  Area,Kammanahalli,2845.0,5.0,1.0,140.0,5.0,0.0492091388400703,10.0,1
Super built-up  Area,K G Colony,1600.0,2.0,1.0,50.0,3.0,0.03125,5.0,0
Super built-up  Area,Hennur Road,1317.5,2.0,0.0,63.77,2.0,0.0484022770398482,4.0,0
Super built-up  Area,Munnekollal,1102.0,2.0,2.0,53.67,2.0,0.04870235934664247,4.0,0
Super built-up  Area,Yelahanka,1350.0,2.0,2.0,54.0,2.0,0.04,4.0,0
Super built-up  Area,Banashankari,1200.0,2.0,2.0,42.0,3.0,0.035,5.0,0
Plot  Area,Hosa Road,1300.0,6.0,0.0,145.0,6.0,0.11153846153846154,12.0,1
Plot  Area,Herohalli,1800.0,1.0,1.0,80.0,2.0,0.044444444444444446,3.0,1
Built-up  Area,Chikkabanavar,950.0,2.0,1.0,40.0,2.0,0.042105263157894736,4.0,0
Super built-up  Area,Kanakpura Road,525.0,1.0,1.0,27.25,1.0,0.051904761904761905,2.0,0
Built-up  Area,Attibele,656.0,2.0,1.0,25.0,2.0,0.038109756097560975,4.0,0
Plot  Area,Marathahalli,1780.0,4.0,3.0,175.0,4.0,0.09831460674157304,8.0,1
Super built-up  Area,3rd Block Hrbr Layout,1056.0,2.0,1.0,80.0,2.0,0.07575757575757576,4.0,1
Super built-up  Area,Bannerghatta Road,595.0,1.0,1.0,33.32,1.0,0.056,2.0,0
Built-up  Area,Ittamadu,1080.0,2.0,2.0,50.0,2.0,0.046296296296296294,4.0,0
Super built-up  Area,7th Phase JP Nagar,2225.0,3.0,1.0,160.0,3.0,0.07191011235955057,6.0,1
Super built-up  Area,Bommasandra,1126.0,2.0,1.0,28.15,2.0,0.024999999999999998,4.0,0
Super built-up  Area,Electronics City Phase 1,1490.0,3.0,1.0,84.0,3.0,0.056375838926174496,6.0,1
Super built-up  Area,Sarjapur  Road,1550.0,3.0,3.0,100.0,3.0,0.06451612903225806,6.0,1
Super built-up  Area,Sarjapur  Road,1600.0,3.0,2.0,86.0,3.0,0.05375,6.0,1
Built-up  Area,Ashwini layout,1160.0,2.0,1.0,55.0,2.0,0.04741379310344827,4.0,0
Super built-up  Area,Sarjapur  Road,2100.0,3.0,2.0,125.0,3.0,0.05952380952380952,6.0,1
Super built-up  Area,Vittasandra,1404.0,2.0,1.0,69.3,2.0,0.04935897435897436,4.0,1
Super built-up  Area,Marathalli bridge,1544.0,3.0,3.0,120.0,3.0,0.07772020725388601,6.0,1
Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,58.7,3.0,0.0449808429118774,5.0,0
Super built-up  Area,Marathahalli,1230.0,2.0,2.0,80.0,2.0,0.06504065040650407,4.0,1
Plot  Area,T.C PALYA,1200.0,2.0,0.0,65.0,2.0,0.05416666666666667,4.0,0
Super built-up  Area,Harlur,1460.0,3.0,1.0,73.0,3.0,0.05,6.0,1
Plot  Area,Sarjapur  Road,1800.0,3.0,1.0,34.185,3.0,0.018991666666666667,6.0,0
Built-up  Area,Gottigere,967.0,2.0,3.0,45.0,2.0,0.04653567735263702,4.0,0
Built-up  Area,Byatarayanapura,540.0,1.0,1.0,36.0,1.0,0.06666666666666667,2.0,0
Super built-up  Area,Hormavu,715.0,1.0,2.0,46.0,1.0,0.06433566433566433,2.0,0
Super built-up  Area,Dooravani Nagar,1578.0,3.0,1.0,180.0,3.0,0.11406844106463879,6.0,1
Super built-up  Area,Mysore Road,1020.0,2.0,1.0,48.95,2.0,0.04799019607843138,4.0,0
Super built-up  Area,Jigani,1020.0,2.0,1.0,40.0,2.0,0.0392156862745098,4.0,0
Super built-up  Area,Koramangala,1253.0,2.0,1.0,102.0,2.0,0.08140462889066241,4.0,1
Super built-up  Area,JCR Layout,1180.0,2.0,2.0,42.0,2.0,0.03559322033898305,4.0,0
Super built-up  Area,Nehru Nagar,961.0,2.0,2.0,38.0,2.0,0.03954214360041623,4.0,0
Built-up  Area,Kanakapura,1419.0,3.0,3.0,75.0,3.0,0.052854122621564484,6.0,1
Super built-up  Area,Harlur,1709.0,3.0,2.0,150.0,3.0,0.08777062609713282,6.0,1
Plot  Area,Papareddipalya,1600.0,2.0,0.0,115.0,2.0,0.071875,4.0,1
